剝,100.00,14,87
貴,0.99,345,142973
丘,0.99,729,97086
炉,0.99,54,19781
図,0.98,491,338449
殺,0.98,270,307353
酸,0.98,113,120171
捜,0.98,104,75714
村,0.97,1727,1311004
官,0.97,656,441214
落,0.97,782,344981
頭,0.97,844,328598
献,0.97,299,248090
香,0.97,626,245287
塩,0.97,415,96868
煎,0.97,25,4123
詮,0.97,23,3822
賞,0.96,315,757149
太,0.96,1482,615640
呼,0.96,139,475645
敬,0.96,201,66550
慮,0.96,43,36195
謙,0.96,79,24709
綿,0.96,100,16105
鈍,0.96,39,6041
漸,0.96,23,3872
同,0.95,586,1740395
巣,0.95,129,34883
叙,0.95,72,30779
阻,0.95,45,25283
渦,0.95,25,8323
幕,0.94,124,176960
具,0.94,232,140252
君,0.94,289,122083
奥,0.94,496,115823
廊,0.94,30,13493
冗,0.94,27,5305
誌,0.93,141,214219
歩,0.93,233,205227
望,0.93,166,165628
操,0.93,88,134834
震,0.93,141,104415
冒,0.93,51,58743
班,0.93,94,25693
凍,0.93,35,19367
栓,0.93,15,4600
女,0.92,1254,1235156
管,0.92,407,375682
般,0.92,735,246448
板,0.92,375,175897
仲,0.92,323,129899
筆,0.92,287,101527
峰,0.92,502,50680
忙,0.92,34,6827
来,0.91,566,770116
撃,0.91,493,502183
振,0.91,286,170607
麻,0.91,535,137003
批,0.91,66,77640
触,0.91,178,70192
底,0.91,167,63754
滑,0.91,107,46007
墨,0.91,89,18709
子,0.90,4967,2406063
入,0.90,993,1419724
勝,0.90,754,894549
術,0.90,345,551437
展,0.90,159,264324
糸,0.90,191,43920
良,0.89,950,373985
就,0.89,343,208353
材,0.89,181,167373
牛,0.89,408,61938
句,0.89,131,40482
卵,0.89,55,36534
朱,0.89,116,28863
猛,0.89,69,28585
潔,0.89,48,13799
朴,0.89,42,12648
畏,0.89,23,2460
近,0.88,435,641491
便,0.88,167,314780
輪,0.88,362,146676
厚,0.88,185,80916
鑑,0.88,85,68700
懐,0.88,99,22000
酎,0.88,17,3414
遜,0.88,16,2834
属,0.87,379,673578
建,0.87,595,529553
衛,0.87,855,339257
確,0.87,100,239115
梅,0.87,354,72364
尊,0.87,243,60903
貝,0.87,229,30304
霧,0.87,78,29728
変,0.86,233,689178
究,0.86,397,493119
巻,0.86,369,356123
渡,0.86,480,267662
補,0.86,205,233024
証,0.86,184,181208
羽,0.86,706,164557
給,0.86,150,155038
掛,0.86,332,107618
鶴,0.86,355,96816
童,0.86,151,85227
坊,0.86,270,47536
銅,0.86,102,43564
罰,0.86,43,30715
拷,0.86,22,5601
不,0.85,843,654977
湾,0.85,378,139610
納,0.85,348,84994
慣,0.85,43,31098
俵,0.85,53,11429
付,0.84,662,622400
張,0.84,399,250300
夜,0.84,391,237748
課,0.84,379,199489
普,0.84,133,167765
揺,0.84,43,17233
合,0.83,1667,2240152
天,0.83,1578,757956
集,0.83,688,720795
土,0.83,958,476136
寺,0.83,2728,421842
兄,0.83,93,155835
掲,0.83,90,127206
銃,0.83,130,102588
孝,0.83,297,84799
枝,0.83,410,66089
干,0.83,160,49947
零,0.83,44,19053
陛,0.83,18,3490
薪,0.83,14,2784
内,0.82,2283,1586368
真,0.82,930,554293
背,0.82,140,160361
寄,0.82,315,158125
訴,0.82,113,72184
呂,0.82,402,45379
棄,0.82,111,43753
狂,0.82,119,36267
粒,0.82,56,25432
断,0.81,186,210797
悪,0.81,196,207652
盤,0.81,199,171331
陣,0.81,167,82883
狭,0.81,107,51662
漁,0.81,104,49144
帳,0.81,105,40564
澄,0.81,120,27806
循,0.81,63,26832
暑,0.81,39,7439
事,0.80,1563,2053559
隊,0.80,934,609557
育,0.80,300,521870
足,0.80,519,310839
索,0.80,93,57842
野,0.79,4491,1451091
空,0.79,757,755773
色,0.79,518,484529
池,0.79,873,194995
模,0.79,113,192066
草,0.79,651,153107
布,0.79,498,150638
壊,0.79,148,140143
締,0.79,105,113336
礼,0.79,254,77445
誘,0.79,139,73237
遅,0.79,77,60114
掌,0.79,89,22195
滴,0.79,31,5423
詔,0.79,35,4452
部,0.78,2578,3112872
所,0.78,1747,1875765
伸,0.78,150,96129
雅,0.78,295,86831
損,0.78,86,65550
葛,0.78,183,41312
勘,0.78,106,25239
盲,0.78,43,9652
濁,0.78,47,7046
佐,0.77,1148,456582
助,0.77,627,288693
里,0.77,1335,235624
樹,0.77,355,190099
沿,0.77,94,171372
順,0.77,207,163292
敷,0.77,382,110888
逃,0.77,132,88545
願,0.77,194,81937
脈,0.77,89,50092
拝,0.77,105,37996
仰,0.77,85,37579
琴,0.77,172,33924
皿,0.77,50,8993
成,0.76,1184,1853183
自,0.76,718,1555505
容,0.76,156,346611
司,0.76,927,338588
執,0.76,82,113783
伯,0.76,215,82712
髪,0.76,114,68331
尉,0.76,79,39665
曽,0.76,291,37526
貧,0.76,48,28858
痕,0.76,32,10103
匿,0.76,27,8058
長,0.75,2487,1965351
明,0.75,1358,1232019
口,0.75,1454,798784
師,0.75,734,402394
層,0.75,99,95827
殊,0.75,81,68705
忍,0.75,132,58920
漏,0.75,47,14013
采,0.75,23,4529
蚊,0.75,38,2812
安,0.74,1356,539315
皇,0.74,342,260848
端,0.74,299,161932
兼,0.74,501,114017
顕,0.74,136,40587
届,0.74,82,37825
哺,0.74,14,8511
務,0.73,553,780740
器,0.73,300,385506
首,0.73,284,250867
除,0.73,120,199169
絵,0.73,292,163286
練,0.73,147,116850
漢,0.73,182,91421
菜,0.73,243,65515
閲,0.73,60,52059
恭,0.73,111,25762
鋳,0.73,46,10801
一,0.72,6865,3311714
保,0.72,1256,638172
英,0.72,514,511289
波,0.72,851,296602
街,0.72,430,221542
推,0.72,234,178095
稲,0.72,376,109249
貫,0.72,211,78211
飲,0.72,99,60496
獄,0.72,84,49219
懸,0.72,94,25392
人,0.71,2298,4107960
詩,0.71,204,100208
飯,0.71,395,87351
傾,0.71,89,60192
尋,0.71,154,40920
膜,0.71,57,24111
槽,0.71,24,9621
踪,0.71,13,9401
教,0.70,830,1116651
別,0.70,917,703007
台,0.70,1639,670249
剣,0.70,229,118714
柳,0.70,405,92921
倍,0.70,97,63875
劣,0.70,33,24951
団,0.69,842,697824
沢,0.69,1731,353451
覇,0.69,55,60007
隻,0.69,20,46254
蹴,0.69,37,21014
脊,0.69,59,11151
粗,0.69,55,8694
繕,0.69,31,5206
市,0.68,2467,2808052
物,0.68,1062,1479934
形,0.68,537,817272
心,0.68,789,561580
達,0.68,483,388103
識,0.68,241,151109
拓,0.68,82,53853
悠,0.68,48,26862
崖,0.68,35,11094
酬,0.68,27,10636
蔽,0.68,30,5313
画,0.67,422,1920502
治,0.67,850,914625
置,0.67,541,854804
郡,0.67,1101,691043
昭,0.67,373,685026
黄,0.67,266,122732
析,0.67,64,53560
患,0.67,66,50624
誇,0.67,16,32578
腸,0.67,50,17718
蔑,0.67,30,5793
罵,0.67,16,4806
第,0.66,1569,2212749
軍,0.66,981,1043121
正,0.66,1193,874983
共,0.66,405,827528
運,0.66,421,723536
示,0.66,293,348546
将,0.66,563,286103
隣,0.66,56,129413
喜,0.66,596,122345
冷,0.66,153,86196
寛,0.66,136,74525
己,0.66,126,63037
包,0.66,108,58319
顎,0.66,13,10813
観,0.65,434,337106
籍,0.65,71,273365
照,0.65,296,232520
宙,0.65,45,145108
乱,0.65,189,143522
恵,0.65,461,142916
服,0.65,186,137762
床,0.65,155,81386
偵,0.65,123,69352
塔,0.65,205,65468
塗,0.65,69,40373
斜,0.65,62,37084
頻,0.65,27,26897
厄,0.65,21,5261
唾,0.65,11,2000
津,0.64,1829,383777
離,0.64,176,324981
臣,0.64,610,167735
牧,0.64,281,92539
徹,0.64,103,55031
誤,0.64,62,52567
甘,0.64,106,33995
貼,0.64,28,13140
世,0.63,1149,1237218
見,0.63,1490,1077031
直,0.63,603,500560
砲,0.63,232,163843
署,0.63,193,110186
皮,0.63,139,57951
毒,0.63,114,49100
赴,0.63,46,20293
爪,0.63,82,14503
下,0.62,4299,1426810
木,0.62,2877,873247
増,0.62,253,261910
漫,0.62,238,191785
難,0.62,205,174859
腐,0.62,44,19043
盆,0.62,83,15976
僅,0.62,25,12921
枕,0.62,66,10336
相,0.61,732,565362
傷,0.61,106,108590
症,0.61,115,97634
季,0.61,213,92950
充,0.61,103,56906
浪,0.61,152,52385
謀,0.61,137,51676
嵐,0.61,115,41185
准,0.61,76,22672
壮,0.61,58,16108
戦,0.60,844,2082899
常,0.60,607,474281
規,0.60,146,299699
赤,0.60,615,254509
差,0.60,254,236872
孫,0.60,162,83187
昼,0.60,48,37557
摂,0.60,75,33092
串,0.60,95,12092
酌,0.60,22,1507
監,0.59,378,514460
鈴,0.59,222,129762
憲,0.59,175,97892
茂,0.59,486,95292
荒,0.59,400,90859
冬,0.59,131,86049
伐,0.59,53,19836
尺,0.59,92,17198
猶,0.59,21,5915
畝,0.59,50,3562
家,0.58,1358,1436242
施,0.58,518,432112
値,0.58,91,127845
桜,0.58,313,118839
佳,0.58,232,55757
妙,0.58,192,49172
筒,0.58,115,48238
覆,0.58,44,33711
肩,0.58,53,32130
促,0.58,60,30419
殴,0.58,16,12307
冥,0.58,40,10620
利,0.57,788,659780
訳,0.57,194,186559
滝,0.57,481,64332
畑,0.57,507,57128
斉,0.57,116,50526
償,0.57,43,36414
遭,0.57,52,29926
誓,0.57,30,19773
臭,0.57,61,14297
詣,0.57,18,8133
米,0.56,515,327425
秀,0.56,433,212934
績,0.56,105,211861
亡,0.56,193,156101
揮,0.56,100,143645
塁,0.56,64,83382
墓,0.56,196,64268
鎖,0.56,51,55307
腹,0.56,155,46676
冊,0.56,42,43407
膨,0.56,42,15350
上,0.55,5020,2406120
路,0.55,1083,710241
藤,0.55,899,643961
任,0.55,356,567529
整,0.55,258,183048
雑,0.55,148,153176
姉,0.55,72,99565
犬,0.55,224,92726
嫌,0.55,35,56112
握,0.55,29,34560
符,0.55,55,33218
貌,0.55,52,16900
妊,0.55,31,15166
恣,0.55,4,1100
結,0.54,219,706388
算,0.54,143,193633
看,0.54,88,52184
籠,0.54,96,17561
間,0.53,1250,1958049
兵,0.53,699,460928
尾,0.53,1256,269299
授,0.53,396,240869
居,0.53,695,191540
誕,0.53,83,117090
亀,0.53,296,70039
豪,0.53,95,67733
俗,0.53,102,45594
唄,0.53,56,26130
祈,0.53,41,22628
鍋,0.53,111,20580
主,0.52,844,1577936
理,0.52,816,1097633
多,0.52,1015,1032659
曜,0.52,157,405364
競,0.52,121,402412
環,0.52,185,203968
満,0.52,401,186199
景,0.52,294,140757
承,0.52,154,117942
罪,0.52,96,112546
余,0.52,247,78040
欠,0.52,82,74565
飾,0.52,123,71514
丈,0.52,152,31594
虚,0.52,89,21931
腎,0.52,13,8798
語,0.51,455,1149141
左,0.51,522,205705
弾,0.51,334,201358
温,0.51,276,176654
袋,0.51,199,45800
媒,0.51,31,23929
燥,0.51,18,13695
堆,0.51,28,7463
妬,0.51,20,7385
肘,0.51,23,5496
喝,0.51,23,5310
最,0.50,255,1186017
導,0.50,119,267914
源,0.50,456,217969
深,0.50,455,191922
堀,0.50,341,91278
筋,0.50,171,67911
晴,0.50,201,67264
稚,0.50,83,55440
狩,0.50,123,43788
蛍,0.50,33,10705
緻,0.50,8,2588
用,0.49,936,2010532
次,0.49,1110,712142
少,0.49,444,550012
死,0.49,312,500243
割,0.49,238,189432
養,0.49,316,173558
旗,0.49,142,105822
壁,0.49,154,67311
髄,0.49,27,12026
把,0.49,44,10875
錠,0.49,18,8178
剖,0.49,22,7922
側,0.48,202,366770
告,0.48,161,243813
夏,0.48,251,195953
休,0.48,165,152180
副,0.48,215,141741
矢,0.48,543,122805
晩,0.48,57,29767
堅,0.48,118,27577
辛,0.48,91,23070
俸,0.48,40,13945
茎,0.48,30,13558
凝,0.48,31,9597
塀,0.48,14,3116
義,0.47,730,584319
意,0.47,327,558277
味,0.47,302,308492
企,0.47,201,288597
辺,0.47,377,257400
織,0.47,205,217133
訓,0.47,120,82520
某,0.47,22,5369
弔,0.47,28,3825
話,0.46,222,747254
役,0.46,469,735562
敵,0.46,99,150780
則,0.46,247,131440
縁,0.46,178,69796
柄,0.46,117,66186
脇,0.46,174,44080
該,0.46,107,41581
痛,0.46,90,39646
涼,0.46,68,34779
浸,0.46,37,19501
宛,0.46,50,9590
先,0.45,420,395315
衆,0.45,146,265928
評,0.45,113,224147
仮,0.45,135,210490
測,0.45,112,121598
融,0.45,82,89356
綱,0.45,188,83115
厳,0.45,139,69085
拒,0.45,40,37675
旨,0.45,55,30413
釜,0.45,171,28453
潤,0.45,79,28377
凶,0.45,55,15425
姻,0.45,15,7048
分,0.44,1217,1844933
格,0.44,176,478150
税,0.44,105,83293
賊,0.44,69,33597
肝,0.44,44,17462
枢,0.44,20,16306
絞,0.44,29,15295
嘆,0.44,51,10170
裾,0.44,18,4824
設,0.43,659,1419707
単,0.43,199,309839
護,0.43,305,279608
留,0.43,430,195182
俊,0.43,278,99576
額,0.43,109,90620
雨,0.43,292,81394
排,0.43,70,61140
淡,0.43,93,35665
匠,0.43,55,29789
尿,0.43,34,19142
藻,0.43,72,10105
喉,0.43,21,8058
原,0.42,3384,1248082
力,0.42,563,1120025
進,0.42,420,552659
過,0.42,190,346405
著,0.42,236,340932
歳,0.42,183,309125
黒,0.42,627,295751
遺,0.42,190,170794
純,0.42,166,135869
欧,0.42,42,85779
答,0.42,76,68651
還,0.42,79,64274
敏,0.42,223,57762
乙,0.42,269,40698
泊,0.42,132,39246
奨,0.42,54,31535
巧,0.42,39,15903
美,0.41,1721,770212
計,0.41,282,552492
状,0.41,245,412746
投,0.41,157,296117
供,0.41,101,276672
血,0.41,221,226344
視,0.41,147,223038
築,0.41,187,211983
採,0.41,60,176268
為,0.41,292,166504
依,0.41,161,79594
欲,0.41,76,40314
幾,0.41,92,36008
諦,0.41,22,7491
駅,0.40,477,1504264
式,0.40,1069,1336552
元,0.40,1021,930880
加,0.40,772,835935
速,0.40,154,355396
室,0.40,646,337426
舞,0.40,317,227392
宿,0.40,458,160559
裏,0.40,198,107536
衣,0.40,283,96578
挑,0.40,56,67622
渋,0.40,77,61080
硬,0.40,37,43018
透,0.40,69,38388
寝,0.40,137,38166
悟,0.40,66,38103
胸,0.40,72,35429
地,0.39,2495,2785976
型,0.39,387,694010
無,0.39,740,555853
万,0.39,755,402569
影,0.39,234,353968
竹,0.39,597,167760
液,0.39,64,146584
扉,0.39,15,30070
腺,0.39,30,9232
記,0.38,727,1247381
起,0.38,296,396463
勢,0.38,379,233734
幸,0.38,468,176990
故,0.38,111,153786
弱,0.38,88,74716
杯,0.38,123,60242
冠,0.38,146,59035
祝,0.38,109,42158
呪,0.38,49,29411
絹,0.38,65,12753
累,0.38,41,10732
界,0.37,291,769037
負,0.37,110,174566
処,0.37,215,157999
宣,0.37,191,115076
翼,0.37,85,83181
喫,0.37,31,31651
寸,0.37,103,21942
篤,0.37,62,19524
帽,0.37,63,19010
睦,0.37,56,12592
唇,0.37,15,7013
外,0.36,782,1399661
創,0.36,137,291283
感,0.36,155,237387
恋,0.36,106,168748
求,0.36,90,164692
盟,0.36,71,156421
隆,0.36,321,119826
託,0.36,64,63175
菊,0.36,159,62686
賛,0.36,68,44445
緩,0.36,31,27179
旦,0.36,51,22738
虹,0.36,46,19158
棚,0.36,124,15974
慌,0.36,14,7273
弊,0.36,32,4697
諮,0.36,13,4682
性,0.35,418,1063550
基,0.35,357,574311
統,0.35,197,516751
声,0.35,223,433399
資,0.35,210,375002
列,0.35,204,358107
港,0.35,566,336378
必,0.35,278,259546
仕,0.35,199,246371
康,0.35,293,153186
拡,0.35,96,103693
暦,0.35,66,85812
勇,0.35,159,75262
択,0.35,70,69033
朗,0.35,164,54445
憶,0.35,69,43896
使,0.34,292,893970
素,0.34,248,262141
帯,0.34,215,239481
察,0.34,246,229322
息,0.34,122,134160
詳,0.34,148,130408
況,0.34,72,128401
至,0.34,188,110638
氷,0.34,125,56242
彰,0.34,81,50085
猫,0.34,96,47116
贈,0.34,54,37988
靴,0.34,28,21923
妨,0.34,27,17714
泡,0.34,31,10181
優,0.33,181,768534
料,0.33,233,410616
違,0.33,189,171785
哲,0.33,175,105307
誉,0.33,146,67536
作,0.32,973,2948633
実,0.32,598,988866
持,0.32,359,707292
向,0.32,594,528537
可,0.32,357,453409
恐,0.32,53,73456
束,0.32,114,65635
債,0.32,33,37310
宰,0.32,55,26290
臼,0.32,96,16588
唆,0.32,13,12212
塊,0.32,27,10354
手,0.31,1390,1761735
編,0.31,401,925799
得,0.31,322,602137
構,0.31,247,444958
族,0.31,202,436980
細,0.31,242,231812
席,0.31,104,168008
散,0.31,178,123972
庭,0.31,194,106645
又,0.31,280,51539
雇,0.31,18,40437
闇,0.31,33,34243
挟,0.31,19,22517
裸,0.31,44,17914
肖,0.31,19,13828
疲,0.31,27,10898
登,0.30,347,660050
録,0.30,248,659812
始,0.30,147,614680
念,0.30,388,304372
非,0.30,164,223666
惑,0.30,98,114783
似,0.30,99,112894
幻,0.30,48,52789
皆,0.30,119,28908
諭,0.30,33,17731
剰,0.30,12,14503
胃,0.30,27,10091
弧,0.30,16,8883
争,0.29,195,296875
跡,0.29,225,185263
搭,0.29,63,137816
捕,0.29,74,133816
並,0.29,251,124407
裕,0.29,197,100848
範,0.29,161,99674
釈,0.29,125,86248
潜,0.29,100,79390
購,0.29,50,54992
弦,0.29,42,49766
偏,0.29,79,22236
癖,0.29,36,18707
以,0.28,1155,1073743
種,0.28,451,603825
転,0.28,235,501722
夫,0.28,789,334286
境,0.28,252,238635
破,0.28,260,226619
写,0.28,168,225221
植,0.28,189,171915
撮,0.28,33,169410
襲,0.28,81,118199
鎌,0.28,101,56268
涯,0.28,68,50172
傘,0.28,29,30040
悩,0.28,38,29999
幣,0.28,42,21755
瘍,0.28,12,9398
舷,0.28,12,8899
丼,0.28,11,4958
町,0.27,4619,1449528
選,0.27,208,1304259
半,0.27,408,349964
継,0.27,179,327106
介,0.27,367,282399
質,0.27,166,263844
検,0.27,180,207643
娘,0.27,92,149702
占,0.27,79,103896
沼,0.27,550,102970
刻,0.27,127,84371
苦,0.27,156,78711
彩,0.27,112,69725
孤,0.27,49,28128
畔,0.27,45,7705
郎,0.26,1941,642505
由,0.26,416,511720
程,0.26,317,273247
提,0.26,165,260227
丁,0.26,477,229591
談,0.26,172,170377
裁,0.26,110,156613
激,0.26,65,117855
障,0.26,91,117031
才,0.26,186,72561
随,0.26,80,34789
卸,0.26,33,10113
擦,0.26,39,7942
憤,0.26,24,5341
開,0.25,651,1728373
点,0.25,233,866670
言,0.25,584,723964
担,0.25,117,299234
減,0.25,87,134817
審,0.25,91,123998
易,0.25,102,104916
浅,0.25,246,97401
架,0.25,87,76061
貢,0.25,51,49729
薄,0.25,131,40359
餌,0.25,22,9999
前,0.24,1647,1693421
参,0.24,319,759849
権,0.24,357,547948
調,0.24,290,414132
着,0.24,270,390022
父,0.24,183,322806
査,0.24,282,307531
象,0.24,131,217645
駆,0.24,105,115543
希,0.24,173,88032
腕,0.24,76,82306
穂,0.24,271,70205
迫,0.24,128,51461
嫁,0.24,32,26314
需,0.24,45,21592
牲,0.24,23,16663
粘,0.24,23,15748
隙,0.24,12,12078
肪,0.24,14,8302
憩,0.24,9,7829
穫,0.24,8,6275
初,0.23,414,1143268
演,0.23,404,1127791
詞,0.23,98,330433
円,0.23,306,323293
与,0.23,368,259276
迎,0.23,88,85203
窓,0.23,78,62025
撤,0.23,67,59924
即,0.23,94,52403
勧,0.23,72,33124
猟,0.23,47,17998
虜,0.23,20,17763
岬,0.23,219,17096
肢,0.23,23,16337
惨,0.23,32,13726
番,0.22,666,1348522
表,0.22,315,1256174
系,0.22,308,663328
議,0.22,309,639321
類,0.22,239,438610
領,0.22,270,329298
催,0.22,96,310319
好,0.22,382,267039
繁,0.22,123,72114
年,0.21,1337,15372663
対,0.21,242,1169045
強,0.21,221,438390
典,0.21,262,340510
攻,0.21,258,335659
量,0.21,185,319701
坂,0.21,908,224846
徒,0.21,119,170259
徴,0.21,51,155288
削,0.21,49,46307
卓,0.21,69,44881
謝,0.21,63,44870
曖,0.21,12,11634
降,0.20,163,372534
略,0.20,173,269248
講,0.20,192,203377
縮,0.20,59,71307
謎,0.20,9,40160
謡,0.20,28,33612
現,0.19,205,1400030
像,0.19,217,778110
情,0.19,330,530068
止,0.19,230,510293
未,0.19,210,232281
価,0.19,73,213476
案,0.19,172,181921
怪,0.19,73,130032
勤,0.19,122,97224
露,0.19,160,89963
征,0.19,92,59325
娠,0.19,7,10591
骸,0.19,17,10166
綻,0.19,7,7840
位,0.18,1561,1106396
身,0.18,398,916339
能,0.18,442,804500
他,0.18,150,676957
指,0.18,304,668377
問,0.18,201,371720
委,0.18,296,266443
了,0.18,226,241315
超,0.18,101,189032
暗,0.18,104,87571
喪,0.18,30,15894
時,0.17,649,2498850
回,0.17,479,1276322
載,0.17,113,371529
独,0.17,136,302478
完,0.17,92,280018
契,0.17,40,114778
免,0.17,308,79571
較,0.17,38,72881
脳,0.17,82,65480
翻,0.17,26,48484
粋,0.17,23,18389
疎,0.17,29,15459
汎,0.17,21,11441
婿,0.17,13,9004
嫉,0.17,12,6425
定,0.16,722,1594776
約,0.16,130,524522
職,0.16,248,346474
杉,0.16,263,107028
緒,0.16,110,77204
到,0.16,87,60946
浴,0.16,39,40162
努,0.16,24,26990
鍵,0.16,35,21987
箸,0.16,20,3218
員,0.15,576,969498
制,0.15,362,916699
改,0.15,249,569172
個,0.15,103,216583
渉,0.15,33,44928
偽,0.15,47,37039
麓,0.15,28,13761
懇,0.15,22,9283
怠,0.15,17,5419
続,0.14,124,616316
様,0.14,213,518843
復,0.14,149,290688
率,0.14,83,261566
階,0.14,121,214964
診,0.14,49,50011
後,0.13,868,2216271
解,0.13,254,548893
再,0.13,178,453770
株,0.13,152,399982
級,0.13,288,372567
今,0.13,480,287143
想,0.13,137,230584
費,0.13,73,132532
因,0.13,137,131824
途,0.13,65,127140
縦,0.13,46,55086
峠,0.13,718,31243
瞳,0.13,17,23821
湿,0.13,49,20235
要,0.12,256,930736
歴,0.12,99,633806
脚,0.12,117,533466
移,0.12,107,464049
反,0.12,230,334284
概,0.12,49,319661
姿,0.12,54,145056
携,0.12,59,116861
快,0.12,88,75879
酷,0.12,35,24851
雌,0.12,24,12422
豚,0.12,24,12156
拶,0.12,5,9842
瞭,0.12,8,4280
場,0.11,1285,2452465
者,0.11,686,2100181
度,0.11,361,1252151
周,0.11,273,357028
判,0.11,148,346817
岸,0.11,306,172111
顔,0.11,118,101553
僕,0.11,25,41168
逮,0.11,18,37786
脅,0.11,19,21747
閥,0.11,15,15888
肌,0.11,42,14682
挨,0.11,5,9841
在,0.10,413,1367755
説,0.10,285,645386
男,0.10,686,597302
限,0.10,207,337609
係,0.10,116,311823
末,0.10,319,242100
礎,0.10,28,114508
午,0.10,61,59039
暇,0.10,20,10556
的,0.09,615,1513145
終,0.09,113,609604
認,0.09,146,337724
去,0.09,130,278729
策,0.09,145,165465
緯,0.09,25,143442
妹,0.09,61,108189
均,0.09,54,77580
撲,0.09,26,33888
勉,0.09,25,27796
驚,0.09,31,23833
紳,0.09,20,14690
匂,0.09,21,6660
曲,0.08,379,1150161
注,0.08,143,562625
督,0.08,142,464718
卒,0.08,124,207170
齢,0.08,31,78064
訃,0.08,5,2501
月,0.07,1278,7232285
覧,0.07,116,388387
態,0.07,60,292573
害,0.07,142,269164
枚,0.07,69,165052
唯,0.07,51,78622
募,0.07,37,60324
匹,0.07,23,22083
称,0.06,131,751508
響,0.06,64,230024
婚,0.06,56,169788
適,0.06,77,112181
票,0.06,49,108472
抑,0.06,19,42674
陥,0.06,18,42135
括,0.06,32,37662
薦,0.06,21,31496
賭,0.06,15,15713
咽,0.06,10,4807
賂,0.06,3,1746
決,0.05,143,569973
更,0.05,136,352816
例,0.05,119,294591
敗,0.05,70,280451
没,0.05,93,240758
伴,0.05,94,168336
億,0.05,37,113775
汚,0.05,32,27752
暖,0.05,35,19599
捗,0.05,6,2003
収,0.04,103,556891
旧,0.04,174,383113
挙,0.04,95,286945
椎,0.04,72,29400
傍,0.04,42,22643
拘,0.04,11,20536
呈,0.04,21,15478
肺,0.04,27,15050
膚,0.04,11,14313
項,0.03,61,589085
存,0.03,122,467082
頃,0.03,65,203754
週,0.03,48,201336
獲,0.03,34,162124
拠,0.03,51,133881
誰,0.03,17,47500
輩,0.03,28,42782
瞬,0.03,13,30486
凄,0.03,12,8850
臆,0.03,11,3140
効,0.02,38,172038
枠,0.02,20,159837
躍,0.02,28,120976
困,0.02,17,54739
滞,0.02,25,34098
怖,0.02,17,31976
彼,0.01,56,463037
翌,0.00,19,145624
俺,0.00,2,27458
雰,0.00,2,13499
嘲,0.00,7,2219
𠮟,0.00,1,10
